game,playoff,date,team,loc,opp,result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,plus_minus,ts_pct,eFG_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,Name
64,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-03-31&is_playoff_game=N,2017-03-31,GSW,,HOU,W (+9),1,11:59,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.2,-5,.333,.333,0.0,8.3,4.4,0.0,0.0,0.0,0.0,10.8,75,118,Zaza Pachulia
65,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-02&is_playoff_game=N,2017-04-02,GSW,,WAS,W (+24),1,13:42,3,5,.600,0,0,,2,2,1.000,1,4,5,1,1,0,1,2,8,7.5,+8,.680,.600,9.0,32.6,21.4,8.9,3.4,0.0,14.5,20.9,129,105,Zaza Pachulia
66,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-04&is_playoff_game=N,2017-04-04,GSW,,MIN,W (+14),1,19:14,3,5,.600,0,0,,0,0,,1,6,7,0,0,0,0,1,6,5.8,+7,.600,.600,6.4,29.4,19.4,0.0,0.0,0.0,0.0,11.6,125,107,Zaza Pachulia
67,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-05&is_playoff_game=N,2017-04-05,GSW,@,PHO,W (+9),1,18:02,2,4,.500,0,0,,0,0,,0,3,3,2,0,1,3,3,4,0.8,+6,.500,.500,0.0,15.4,8.5,13.4,0.0,3.5,42.9,16.3,67,109,Zaza Pachulia
68,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-08&is_playoff_game=N,2017-04-08,GSW,,NOP,W (+22),1,21:59,1,2,.500,0,0,,0,0,,1,8,9,3,0,0,1,3,2,4.0,+6,.500,.500,5.2,38.8,22.6,14.0,0.0,0.0,33.3,5.8,113,105,Zaza Pachulia
69,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-10&is_playoff_game=N,2017-04-10,GSW,,UTA,L (-6),1,24:57,3,5,.600,0,0,,2,2,1.000,3,3,6,3,0,1,4,3,8,6.3,+1,.680,.600,13.4,12.0,12.7,17.4,0.0,3.4,40.5,18.9,100,116,Zaza Pachulia
70,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-12&is_playoff_game=N,2017-04-12,GSW,,LAL,W (+15),1,12:13,2,3,.667,0,1,.000,2,2,1.000,3,3,6,2,0,1,0,0,6,9.8,+16,.773,.667,27.4,23.1,25.1,23.7,0.0,5.2,0.0,12.7,185,92,Zaza Pachulia
1,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-16&is_playoff_game=Y,2017-04-16,GSW,,POR,W (+12),1,12:28,2,4,.500,0,0,,0,0,,0,1,1,1,0,0,2,3,4,-0.2,+4,.500,.500,0.0,8.2,4.6,10.9,0.0,0.0,33.3,21.1,71,116,Zaza Pachulia
2,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-19&is_playoff_game=Y,2017-04-19,GSW,,POR,W (+29),1,16:59,5,8,.625,0,1,.000,0,0,,2,3,5,0,2,0,1,2,10,8.9,+13,.625,.625,12.0,15.7,14.0,0.0,5.5,0.0,11.1,21.5,111,73,Zaza Pachulia
3,/play-index/pgl_cum_stats.cgi?player=pachuza01&year=2017&date_game=2017-04-22&is_playoff_game=Y,2017-04-22,GSW,@,POR,W (+6),1,10:04,0,4,.000,0,0,,0,0,,0,5,5,1,0,1,0,0,0,0.1,-11,.000,.000,0.0,50.7,25.4,11.9,0.0,8.4,0.0,16.8,16,100,Zaza Pachulia
